Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR1 1SE,Yes,51.403604,0.015491,540290,169102,TQ402691,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,72,5,E01000675,
BR1 1ST,Yes,51.40732,0.015381,540271,169515,TQ402695,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2005-04-01,,"","",36,19,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,4,E01000675,
BR1 1TD,Yes,51.402225,0.016163,540341,168950,TQ403689,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1990-02-01,,"","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,67,5,E01000675,
BR1 1TF,Yes,51.400722,0.018829,540531,168788,TQ405687,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2000-06-01,,"","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,56,5,E01000675,
BR1 1TG,Yes,51.407288,0.018284,540473,169517,TQ404695,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2005-12-01,,"","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,4,E01000675,
BR1 1TP,Yes,51.406608,0.014415,540206,169434,TQ402694,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,71,4,E01000676,
BR1 1TR,Yes,51.402297,0.017231,540415,168960,TQ404689,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,67,5,E01000675,
BR1 1TS,Yes,51.402305,0.016728,540380,168960,TQ403689,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",5,1,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,68,5,E01000675,
BR1 1TT,Yes,51.402084,0.017049,540403,168936,TQ404689,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",46,23,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,66,5,E01000675,
BR1 1UE,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2006-08-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WA,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1987-04-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WG,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1994-05-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WH,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1986-07-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WN,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2003-10-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WP,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1999-12-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WS,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2003-06-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WW,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2007-04-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1WY,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2000-06-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1XA,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2009-01-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1XY,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2012-11-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1ZB,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1999-12-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1ZG,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",2005-07-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1ZJ,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1998-06-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 1ZX,Yes,51.408226,0.017578,540421,169620,TQ404696,"Greater London","Bromley","Bromley Town", E09000006,E05000109,England,E11000009,"Bromley and Chislehurst",1997-12-01,,"","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,
BR1 2AA,Yes,51.403386,0.043619,542247,169132,TQ422691,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",64,25,"Greater London","Bromley","Bromley 007A","Urban major conurbation",London,80,5,E01000645,
BR1 2AB,Yes,51.40175,0.0544,543002,168971,TQ430689,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",38,16,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,81,5,E01000649,
BR1 2AD,Yes,51.404295,0.04665,542455,169239,TQ424692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",51,21,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,84,5,E01000649,
BR1 2AE,Yes,51.403326,0.047555,542521,169133,TQ425691,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",34,10,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,83,5,E01000649,
BR1 2AF,Yes,51.403678,0.045946,542408,169169,TQ424691,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",12,0,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,83,5,E01000649,
BR1 2AG,Yes,51.405404,0.052709,542873,169374,TQ428693,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",134,70,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,78,5,E01000649,
BR1 2AH,Yes,51.403246,0.047005,542483,169123,TQ424691,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",11,6,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,82,5,E01000649,
BR1 2AJ,Yes,51.405387,0.051616,542797,169370,TQ427693,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",15,6,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,83,5,E01000649,
BR1 2AL,Yes,51.405557,0.055233,543048,169396,TQ430693,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",78,29,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,65,5,E01000649,
BR1 2AN,Yes,51.4044,0.056575,543145,169270,TQ431692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",54,19,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,63,5,E01000649,
BR1 2AP,Yes,51.404521,0.054812,543022,169280,TQ430692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",42,20,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,67,5,E01000649,
BR1 2AQ,Yes,51.405097,0.050697,542734,169336,TQ427693,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",20,9,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,86,5,E01000649,
BR1 2AR,Yes,51.403602,0.053391,542926,169175,TQ429691,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",26,12,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,76,5,E01000649,
BR1 2AS,Yes,51.401768,0.046681,542465,168958,TQ424689,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",8,5,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,75,5,E01000649,
BR1 2AT,Yes,51.401185,0.047115,542497,168894,TQ424688,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",38,13,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,74,5,E01000649,
BR1 2AU,Yes,51.402755,0.048321,542576,169071,TQ425690,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",61,18,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,81,5,E01000649,
BR1 2AW,Yes,51.403878,0.055617,543080,169210,TQ430692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",30,13,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,68,5,E01000649,
BR1 2AX,Yes,51.400927,0.04949,542663,168870,TQ426688,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",11,4,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,76,5,E01000649,
BR1 2AY,Yes,51.401608,0.052209,542850,168951,TQ428689,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",51,17,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,82,5,E01000649,
BR1 2AZ,Yes,51.401411,0.052703,542885,168930,TQ428689,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",68,0,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,81,5,E01000649,
BR1 2BA,Yes,51.404835,0.049736,542668,169305,TQ426693,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",15,7,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,87,5,E01000649,
BR1 2BB,Yes,51.404469,0.04752,542515,169260,TQ425692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",16,7,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,85,5,E01000649,
BR1 2BD,Yes,51.402736,0.050448,542724,169073,TQ427690,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",29,12,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,82,5,E01000649,
BR1 2BE,Yes,51.402171,0.053456,542935,169016,TQ429690,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",43,16,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,81,5,E01000649,
BR1 2BF,Yes,51.404349,0.053884,542958,169259,TQ429692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",2004-04-01,,"","",13,4,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,72,5,E01000649,
BR1 2BG,Yes,51.391712,0.045786,542434,167838,TQ424678,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",2004-09-01,,"","",55,17,"Greater London","Bromley","Bromley 022B","Urban major conurbation",London,65,5,E01000652,
BR1 2BH,Yes,51.403799,0.057555,543215,169205,TQ432692,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,65,5,E01000649,
BR1 2BJ,Yes,51.402541,0.058505,543285,169067,TQ432690,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",67,28,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,70,5,E01000649,
BR1 2BL,Yes,51.399162,0.038327,541892,168652,TQ418686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",51,18,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,62,5,E01000648,
BR1 2BN,Yes,51.40041,0.038928,541930,168792,TQ419687,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",18,7,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,67,5,E01000648,
BR1 2BP,Yes,51.399433,0.038267,541887,168682,TQ418686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",72,23,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,62,5,E01000648,
BR1 2BQ,Yes,51.402442,0.052879,542894,169045,TQ428690,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",13,8,"Greater London","Bromley","Bromley 007B","Urban major conurbation",London,81,5,E01000649,
BR1 2BS,Yes,51.398345,0.038262,541890,168561,TQ418685,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",58,24,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,60,5,E01000648,
BR1 2BT,Yes,51.398655,0.03852,541907,168596,TQ419685,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",55,28,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,62,5,E01000648,
BR1 2BU,Yes,51.399358,0.043094,542223,168683,TQ422686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",27,16,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,68,5,E01000651,
BR1 2BW,Yes,51.399564,0.039509,541973,168699,TQ419686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",7,4,"Greater London","Bromley","Bromley 016C","Urban major conurbation",London,65,5,E01000648,
BR1 2BX,Yes,51.399512,0.04405,542289,168702,TQ422687,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",25,12,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,68,5,E01000651,
BR1 2BY,Yes,51.398981,0.040978,542077,168637,TQ420686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",29,24,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,65,5,E01000651,
BR1 2BZ,Yes,51.398982,0.041438,542109,168638,TQ421686,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",14,5,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,66,5,E01000651,
BR1 2DA,Yes,51.398597,0.042873,542210,168598,TQ422685,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",58,29,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,66,5,E01000651,
BR1 2DB,Yes,51.398196,0.041101,542088,168550,TQ420685,"Greater London","Bromley","Bickley", E09000006,E05000106,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",35,19,"Greater London","Bromley","Bromley 020A","Urban major conurbation",London,63,5,E01000651,
